Id,Label,indegree,outdegree,Degree,closnesscentrality,betweenesscentrality,componentnumber,strongcompnum,modularity_class,stat_inf_class,clustering,eigencentrality
Netflix,Netflix,9,230,239,0.319921,41997.638617,0,9252,2,5,0.007527,0.084562
Covid-19 Pandemic In Caraga,Covid-19 Pandemic In Caraga,2,0,2,0,0,0,3893,3,23,1,0.02008
Disneynature,Disneynature,2,0,2,0,0,0,4744,2,10,0.5,0.015153
Sega Technical Institute,Sega Technical Institute,3,0,3,0,0,0,4247,5,21,0.666667,0.034187
2022 Shanghai Covid-19 Outbreak,2022 Shanghai Covid-19 Outbreak,2,0,2,0,0,0,4076,3,23,1,0.02008
Miramax Books,Miramax Books,2,0,2,0,0,0,4669,2,10,0.5,0.015153
Gamestick,Gamestick,2,0,2,0,0,0,6139,6,11,1,0.076398
Impact Of The Covid-19 Pandemic On Religion,Impact Of The Covid-19 Pandemic On Religion,2,0,2,0,0,0,3212,3,23,1,0.02008
Disease X,Disease X,2,0,2,0,0,0,3346,3,23,1,0.02008
Copyright Royalty Board,Copyright Royalty Board,2,0,2,0,0,0,4439,1,10,1,0.021521
Empathy Game,Empathy Game,2,0,2,0,0,0,6218,6,25,1,0.053365
Gran Turismo (Series),Gran Turismo (Series),3,0,3,0,0,0,5611,5,14,0.666667,0.071153
Postcardware,Postcardware,2,0,2,0,0,0,4561,1,14,0.5,0.009644
Video Game Bot,Video Game Bot,3,0,3,0,0,0,5023,6,26,0.833333,0.060482
Agd Interactive,Agd Interactive,2,0,2,0,0,0,7087,4,33,1,0.005142
Fox 2000 Pictures,Fox 2000 Pictures,2,0,2,0,0,0,4702,2,10,0.5,0.015153
Snap Store,Snap Store,2,0,2,0,0,0,1233,5,14,0,0.022457
Pyongyang General Hospital,Pyongyang General Hospital,2,0,2,0,0,0,3047,3,23,1,0.02008
Cover Version,Cover Version,2,0,2,0,0,0,6300,1,31,0,0.010389
Ascii,Ascii,10,0,10,0,0,0,1974,7,38,0.044444,0.074615
Sars-Cov-2 Variant Of Concern,Sars-Cov-2 Variant Of Concern,2,0,2,0,0,0,2984,3,23,1,0.02008
Ludology,Ludology,2,0,2,0,0,0,5755,6,25,1,0.053365
Turbografx-16 Mini,Turbografx-16 Mini,2,0,2,0,0,0,5847,6,18,1,0.019951
Statistics Of The Covid-19 Pandemic In India,Statistics Of The Covid-19 Pandemic In India,2,0,2,0,0,0,2941,3,23,1,0.02008
Covid-19 Pandemic In Saint Lucia,Covid-19 Pandemic In Saint Lucia,2,0,2,0,0,0,3667,3,23,1,0.02008
Yu Suzuki,Yu Suzuki,4,0,4,0,0,0,6001,4,24,0.166667,0.028114
Post-Exertional Malaise,Post-Exertional Malaise,2,0,2,0,0,0,3054,3,23,1,0.02008
Do-It-Yourself,Do-It-Yourself,5,150,155,0.29488,7747.859263,0,9252,1,31,0.007568,0.031169
Alexandra Elbakyan,Alexandra Elbakyan,5,0,5,0,0,0,4538,1,31,0.65,0.061173
Walt Disney Studios (Division),Walt Disney Studios (Division),2,0,2,0,0,0,4613,2,10,0.5,0.015153
Covid-19 Vaccine Misinformation And Hesitancy,Covid-19 Vaccine Misinformation And Hesitancy,2,0,2,0,0,0,3414,3,23,1,0.02008
Display Case,Display Case,2,0,2,0,0,0,6730,8,8,1,0.009398
Responses To The Covid-19 Pandemic In November 2021,Responses To The Covid-19 Pandemic In November 2021,2,0,2,0,0,0,3009,3,23,1,0.02008
Covid-19 Pandemic In Maine,Covid-19 Pandemic In Maine,2,0,2,0,0,0,3772,3,23,1,0.02008
Covid-19 Pandemic In Montana,Covid-19 Pandemic In Montana,2,0,2,0,0,0,3745,3,23,1,0.02008
Psm3,Psm3,3,0,3,0,0,0,2486,4,12,0,0.045221
Conservation And Restoration Of Pompeian Frescoes,Conservation And Restoration Of Pompeian Frescoes,2,0,2,0,0,0,6812,8,8,1,0.009398
Espn Films,Espn Films,2,0,2,0,0,0,4716,2,10,0.5,0.015153
Hobbyconsolas,Hobbyconsolas,4,0,4,0,0,0,177,4,12,0.75,0.09213
Dragon Ball Fighterz,Dragon Ball Fighterz,3,0,3,0,0,0,5653,6,27,1,0.024621
Playstation 3 Models,Playstation 3 Models,4,0,4,0,0,0,1258,5,14,0.75,0.089051
Covid-19 Pandemic In Bangladesh,Covid-19 Pandemic In Bangladesh,2,0,2,0,0,0,3921,3,23,1,0.02008
Nature (Journal),Nature (Journal),5,0,5,0,0,0,261,8,2,0.45,0.181968
Midi,Midi,4,0,4,0,0,0,6279,7,18,0.083333,0.063714
Mega Man 9,Mega Man 9,3,105,108,0.334078,2550.758974,0,9252,4,24,0.009883,0.034132
"Bath, Somerset","Bath, Somerset",2,0,2,0,0,0,4591,5,12,0.5,0.050288
Covid-19 Pandemic Cases In February 2020,Covid-19 Pandemic Cases In February 2020,2,0,2,0,0,0,3968,3,23,1,0.02008
Sega Am2,Sega Am2,3,0,3,0,0,0,6014,4,24,0.166667,0.025577
Pirate Party,Pirate Party,6,0,6,0,0,0,888,1,31,0.533333,0.066257
Doomscrolling,Doomscrolling,2,0,2,0,0,0,3344,3,23,1,0.02008
Exposure Notification,Exposure Notification,2,0,2,0,0,0,3314,3,23,1,0.02008
Pac-Man (Atari 2600),Pac-Man (Atari 2600),3,0,3,0,0,0,1334,6,18,0,0.032426
Grand Strategy Wargame,Grand Strategy Wargame,7,0,7,0,0,0,5243,6,11,0.642857,0.125385
Suspension Of The 2019–20 Nba Season,Suspension Of The 2019–20 Nba Season,2,0,2,0,0,0,2927,3,23,1,0.02008
Germany,Germany,18,169,187,0.24481,63408.288661,0,9252,0,17,0.01476,0.206111
Nes,Nes,2,0,2,0,0,0,4946,6,27,0,0.020206
Playstation 2 Online Functionality,Playstation 2 Online Functionality,4,0,4,0,0,0,1261,5,14,0.75,0.089051
E-Book,E-Book,5,0,5,0,0,0,4179,8,4,0.2,0.051219
Italian Language,Italian Language,5,0,5,0,0,0,1512,1,17,0.25,0.057806
Risa Tabata,Risa Tabata,2,0,2,0,0,0,4293,5,27,0.5,0.011805
Covid-19 Pandemic Cases In February 2021,Covid-19 Pandemic Cases In February 2021,2,0,2,0,0,0,3967,3,23,1,0.02008
Pepsi Invaders,Pepsi Invaders,2,0,2,0,0,0,2692,4,0,0,0.008663
Shawn Green (Game Designer),Shawn Green (Game Designer),2,0,2,0,0,0,5160,6,25,1,0.053365
Covid-19 Community Quarantines In The Philippines,Covid-19 Community Quarantines In The Philippines,2,0,2,0,0,0,4002,3,23,1,0.02008
Star Force,Star Force,2,0,2,0,0,0,6493,6,18,0,0.021837
Sars-Cov-2 Lambda Variant,Sars-Cov-2 Lambda Variant,2,0,2,0,0,0,2990,3,23,1,0.02008
Computer-Generated Imagery,Computer-Generated Imagery,3,0,3,0,0,0,5301,6,18,0.5,0.022187
Operating System,Operating System,54,0,54,0,0,0,574,7,32,0.086653,0.525817
Musicradar,Musicradar,2,0,2,0,0,0,2502,4,12,0,0.029016
Covid-19 Pandemic In Guyana,Covid-19 Pandemic In Guyana,2,0,2,0,0,0,3831,3,23,1,0.02008
Bebtelovimab,Bebtelovimab,2,0,2,0,0,0,4031,3,23,1,0.02008
Impact Of The Covid-19 Pandemic On Education In The Republic Of Ireland,Impact Of The Covid-19 Pandemic On Education In The Republic Of Ireland,2,0,2,0,0,0,3235,3,23,1,0.02008
Lupe Fiasco Versus Daigo Umehara,Lupe Fiasco Versus Daigo Umehara,2,0,2,0,0,0,5583,5,27,1,0.010193
Covid-19 Pandemic In Ghana,Covid-19 Pandemic In Ghana,2,0,2,0,0,0,3844,3,23,1,0.02008
Marvel Comics,Marvel Comics,7,0,7,0,0,0,1918,2,10,0.071429,0.063818
Galaga,Galaga,3,0,3,0,0,0,5455,1,18,0,0.029053
Street Fighter V,Street Fighter V,2,0,2,0,0,0,5543,5,27,1,0.010193
Pixel,Pixel,7,0,7,0,0,0,2104,7,15,0.095238,0.081558
Sonic & Sega All-Stars Racing,Sonic & Sega All-Stars Racing,2,0,2,0,0,0,6419,4,24,0,0.006148
Ars Technica,Ars Technica,23,0,23,0,0,0,2588,2,40,0.142292,0.391255
Stagecraft,Stagecraft,2,0,2,0,0,0,5089,6,25,1,0.053365
1080P,1080P,2,0,2,0,0,0,7076,7,38,0.5,0.007663
Daniel Salinas,Daniel Salinas,2,0,2,0,0,0,3354,3,23,1,0.02008
First-Person Shooter,First-Person Shooter,12,0,12,0,0,0,193,6,16,0.318182,0.175926
Georgia (Country),Georgia (Country),7,0,7,0,0,0,1527,0,17,0.357143,0.066148
Film Preservation,Film Preservation,2,0,2,0,0,0,6721,8,8,1,0.009398
Dreameye,Dreameye,3,0,3,0,0,0,6391,5,21,0.666667,0.034187
Motion Detection,Motion Detection,3,0,3,0,0,0,5402,5,14,0.833333,0.084512
Covid-19 Vaccination In Ontario,Covid-19 Vaccination In Ontario,2,0,2,0,0,0,3448,3,23,1,0.02008
San Francisco,San Francisco,5,0,5,0,0,0,1307,5,5,0.3,0.101076
Scienceupfirst,Scienceupfirst,2,0,2,0,0,0,2972,3,23,1,0.02008
Covid-19 Apps,Covid-19 Apps,2,0,2,0,0,0,4005,3,23,1,0.02008
Demoscene,Demoscene,10,0,10,0,0,0,6294,1,15,0.166667,0.085321
Software Patent,Software Patent,7,0,7,0,0,0,867,7,14,0.428571,0.091269
Video Games In Bangladesh,Video Games In Bangladesh,5,0,5,0,0,0,5017,6,25,0.7,0.094753
Greenwood Publishing Group,Greenwood Publishing Group,4,0,4,0,0,0,6407,7,4,0.166667,0.108585
Software Maintainer,Software Maintainer,2,0,2,0,0,0,4550,1,14,0.5,0.009644
Violence And Video Games,Violence And Video Games,4,0,4,0,0,0,4978,6,26,0.583333,0.073738
Covid-19 Pandemic In Manipur,Covid-19 Pandemic In Manipur,2,0,2,0,0,0,3766,3,23,1,0.02008
Nipponbashi,Nipponbashi,2,0,2,0,0,0,6479,6,4,0.5,0.004762
Spiritual Successor,Spiritual Successor,2,0,2,0,0,0,4574,4,24,0,0.006579
Farmville,Farmville,2,0,2,0,0,0,2649,6,16,0,0.011879
Covid-19 Pandemic In Idaho,Covid-19 Pandemic In Idaho,2,0,2,0,0,0,3819,3,23,1,0.02008
Nintendo Ds,Nintendo Ds,13,0,13,0,0,0,1443,6,24,0.192308,0.203156
House Music,House Music,2,0,2,0,0,0,1517,1,17,0,0.025146
Browser Game,Browser Game,8,0,8,0,0,0,6048,6,7,0.517857,0.179519
Forbes,Forbes,11,0,11,0,0,0,192,2,32,0.127273,0.153364
Adweek,Adweek,3,0,3,0,0,0,6130,2,4,0.166667,0.044187
Video Card,Video Card,4,0,4,0,0,0,5170,7,37,0.083333,0.071259
Conservation And Restoration Of Photographs,Conservation And Restoration Of Photographs,2,0,2,0,0,0,6769,8,8,1,0.009398
Street Fighter,Street Fighter,6,0,6,0,0,0,5411,6,27,0.666667,0.055825
Hamad Hasan,Hamad Hasan,2,0,2,0,0,0,3275,3,23,1,0.02008
Maze Video Game,Maze Video Game,7,0,7,0,0,0,5213,6,11,0.642857,0.125385
Pr Newswire,Pr Newswire,4,0,4,0,0,0,2487,6,26,0.333333,0.062422
Severe Acute Respiratory Syndrome Coronavirus 2,Severe Acute Respiratory Syndrome Coronavirus 2,2,0,2,0,0,0,2970,3,23,1,0.02008
Oyungezer,Oyungezer,4,0,4,0,0,0,152,4,12,0.75,0.09213
Nunez V. Caribbean Int'L News Corp.,Nunez V. Caribbean Int'L News Corp.,2,0,2,0,0,0,4402,1,10,1,0.021521
Covid-19 Vaccination In Peru,Covid-19 Vaccination In Peru,2,0,2,0,0,0,3447,3,23,1,0.02008
Professional Esports Association,Professional Esports Association,3,0,3,0,0,0,4932,5,27,1,0.014194
Reason (Magazine),Reason (Magazine),2,0,2,0,0,0,5344,6,25,1,0.053365
Covid-19 Advisory Board,Covid-19 Advisory Board,2,0,2,0,0,0,4015,3,23,1,0.02008
Masocore,Masocore,7,0,7,0,0,0,5217,6,11,0.642857,0.125385
Combo (Video Gaming),Combo (Video Gaming),2,0,2,0,0,0,5732,6,26,1,0.025876
A Song Of Ice And Fire Fandom,A Song Of Ice And Fire Fandom,2,0,2,0,0,0,6636,1,31,0.5,0.009747
Mega Man,Mega Man,2,0,2,0,0,0,6941,4,31,0,0.009629
Sega Card,Sega Card,3,0,3,0,0,0,4258,5,21,0.666667,0.034187
Covid-19 Pandemic In Armenia,Covid-19 Pandemic In Armenia,2,0,2,0,0,0,3932,3,23,1,0.02008
Dungeon Master (Video Game),Dungeon Master (Video Game),2,0,2,0,0,0,5280,4,16,0.5,0.031222
Connectix Virtual Game Station,Connectix Virtual Game Station,4,63,67,0.318418,2270.326513,0,9252,5,7,0.026042,0.106108
Central Hospital Of Wuhan,Central Hospital Of Wuhan,2,0,2,0,0,0,3398,3,23,1,0.02008
Covid-19 Pandemic In Martinique,Covid-19 Pandemic In Martinique,2,0,2,0,0,0,3764,3,23,1,0.02008
Amiibo,Amiibo,2,0,2,0,0,0,5972,6,18,0.5,0.030779
Lan Party,Lan Party,2,0,2,0,0,0,5763,6,25,1,0.053365
City-Building Game,City-Building Game,8,0,8,0,0,0,5305,6,18,0.517857,0.128015
Covid-19 Testing,Covid-19 Testing,2,0,2,0,0,0,3497,3,23,1,0.02008
Nuremberg,Nuremberg,2,0,2,0,0,0,1490,0,17,0.5,0.020933
Pyrrhic Victory,Pyrrhic Victory,2,0,2,0,0,0,4295,1,10,0.5,0.025707
Blizzard Entertainment,Blizzard Entertainment,3,0,3,0,0,0,2661,6,16,0,0.032785
Patent Infringement,Patent Infringement,2,0,2,0,0,0,3062,5,23,0,0.050757
Super Cassette Vision,Super Cassette Vision,4,0,4,0,0,0,1297,5,21,1,0.132643
Timeline Of The Covid-19 Pandemic In India (2021),Timeline Of The Covid-19 Pandemic In India (2021),2,0,2,0,0,0,2873,3,23,1,0.02008
Sega V. Accolade,Sega V. Accolade,7,110,117,0.303495,6727.546082,0,9252,5,21,0.020366,0.107752
Napoleonic Era,Napoleonic Era,2,0,2,0,0,0,1493,0,17,0.5,0.020933
V451 Vaccine,V451 Vaccine,2,0,2,0,0,0,2767,3,23,1,0.02008
Timeline Of The Covid-19 Pandemic In March 2021,Timeline Of The Covid-19 Pandemic In March 2021,2,0,2,0,0,0,2852,3,23,1,0.02008
Mario Kart Arcade Gp,Mario Kart Arcade Gp,2,0,2,0,0,0,6470,4,21,0,0.004762
Responses To The Covid-19 Pandemic In March 2022,Responses To The Covid-19 Pandemic In March 2022,2,0,2,0,0,0,3014,3,23,1,0.02008
Covid-19 Pandemic In The San Francisco Bay Area,Covid-19 Pandemic In The San Francisco Bay Area,2,0,2,0,0,0,3524,3,23,1,0.02008
Endemic Phase Of Covid-19,Endemic Phase Of Covid-19,2,0,2,0,0,0,3324,3,23,1,0.02008
Covid-19 Pandemic In Massachusetts,Covid-19 Pandemic In Massachusetts,2,0,2,0,0,0,3762,3,23,1,0.02008
Great Barrington Declaration,Great Barrington Declaration,2,0,2,0,0,0,3282,3,23,1,0.02008
Sunsoft,Sunsoft,3,0,3,0,0,0,5855,4,18,0,0.019829
Samurai Shodown Ii,Samurai Shodown Ii,2,0,2,0,0,0,5554,6,27,1,0.020155
Existenz,Existenz,2,0,2,0,0,0,6232,6,25,1,0.053365
Marvel Vs. Capcom 2: New Age Of Heroes,Marvel Vs. Capcom 2: New Age Of Heroes,2,0,2,0,0,0,5579,5,27,0,0.008264
Covid-19 Pandemic In Denmark,Covid-19 Pandemic In Denmark,2,0,2,0,0,0,3871,3,23,1,0.02008
"Data East Usa, Inc. V. Epyx, Inc.","Data East Usa, Inc. V. Epyx, Inc.",3,0,3,0,0,0,4902,5,27,0.333333,0.031916
Longhorn Network,Longhorn Network,2,0,2,0,0,0,4680,2,10,0.5,0.015153
Yellow Vests Protests,Yellow Vests Protests,2,0,2,0,0,0,2732,3,23,1,0.02008
Covid-19 Protests In The Netherlands,Covid-19 Protests In The Netherlands,2,0,2,0,0,0,3504,3,23,1,0.02008
Open The States,Open The States,2,0,2,0,0,0,3080,3,23,1,0.02008
Integrated Pest Management (Cultural Property),Integrated Pest Management (Cultural Property),2,0,2,0,0,0,6697,8,8,1,0.009398
Covid-19 Pandemic In Western Visayas,Covid-19 Pandemic In Western Visayas,2,0,2,0,0,0,3577,3,23,1,0.02008
Timeline Of Arcade Video Game History,Timeline Of Arcade Video Game History,5,0,5,0,0,0,5053,6,25,0.7,0.094753
Metacritic,Metacritic,15,0,15,0,0,0,164,4,7,0.080952,0.14372
Covid-19 Pandemic In Ontario,Covid-19 Pandemic In Ontario,2,0,2,0,0,0,3700,3,23,1,0.02008
Impact Of The Covid-19 Pandemic On Association Football,Impact Of The Covid-19 Pandemic On Association Football,2,0,2,0,0,0,3248,3,23,1,0.02008
Rick Falkvinge,Rick Falkvinge,4,0,4,0,0,0,879,1,31,0.666667,0.057086
Console Game,Console Game,16,0,16,0,0,0,5443,6,7,0.395833,0.321563
Vtech Variety,Vtech Variety,2,0,2,0,0,0,5787,6,11,1,0.076398
Hidden Object,Hidden Object,2,0,2,0,0,0,6179,6,25,1,0.053365
"Washington, D.C.","Washington, D.C.",8,0,8,0,0,0,349,0,26,0.035714,0.049964
Covid-19 Pandemic In Asia,Covid-19 Pandemic In Asia,2,0,2,0,0,0,3929,3,23,1,0.02008
Covid-19 Scams,Covid-19 Scams,2,0,2,0,0,0,3499,3,23,1,0.02008
Zeng Guang,Zeng Guang,2,0,2,0,0,0,2728,3,23,1,0.02008
Audio Game,Audio Game,3,0,3,0,0,0,6322,6,25,0.833333,0.106226
Bungie,Bungie,2,0,2,0,0,0,2659,6,27,0,0.008682
Arena Shooter,Arena Shooter,7,0,7,0,0,0,5322,6,11,0.642857,0.125385
2000 In Video Games,2000 In Video Games,6,0,6,0,0,0,6080,6,11,0.666667,0.10918
The Journal Of Allergy And Clinical Immunology,The Journal Of Allergy And Clinical Immunology,2,0,2,0,0,0,107,4,12,1,0.046085
Jane Jensen,Jane Jensen,2,0,2,0,0,0,7052,4,33,1,0.005142
Williams Entertainment,Williams Entertainment,2,0,2,0,0,0,1272,6,14,0.5,0.045728
Video Monitor,Video Monitor,2,0,2,0,0,0,4979,6,25,1,0.053365
Responses To The Covid-19 Pandemic In January 2021,Responses To The Covid-19 Pandemic In January 2021,2,0,2,0,0,0,3024,3,23,1,0.02008
Pal Region,Pal Region,4,0,4,0,0,0,4976,4,24,0.166667,0.071373
Video Games In Canada,Video Games In Canada,5,0,5,0,0,0,5014,6,25,0.7,0.094753
Covid-19 Pandemic In Telangana,Covid-19 Pandemic In Telangana,2,0,2,0,0,0,3616,3,23,1,0.02008
Game Studies,Game Studies,3,0,3,0,0,0,4133,6,0,0.833333,0.059803
Raster Graphics Editor,Raster Graphics Editor,4,0,4,0,0,0,657,8,18,0.333333,0.064227
States Of Germany,States Of Germany,2,0,2,0,0,0,1480,0,17,0.5,0.020933
Playstation 2,Playstation 2,24,408,432,0.353825,68100.078532,0,9252,5,14,0.00884,0.372527
8-Bit,8-Bit,9,0,9,0,0,0,810,7,37,0.097222,0.071624
Tokyo,Tokyo,5,0,5,0,0,0,1122,6,4,0.15,0.072724
Twinbee,Twinbee,2,0,2,0,0,0,7982,4,18,0,0.021837
Jackie Chan,Jackie Chan,2,0,2,0,0,0,5395,0,26,0,0.021642
Mashable,Mashable,5,0,5,0,0,0,166,2,5,0.1,0.077644
Chinese Government Response To Covid-19,Chinese Government Response To Covid-19,2,0,2,0,0,0,3390,3,23,1,0.02008
Apex (Tournament),Apex (Tournament),3,0,3,0,0,0,5699,5,27,1,0.014194
Statistics Of The Covid-19 Pandemic In Singapore,Statistics Of The Covid-19 Pandemic In Singapore,2,0,2,0,0,0,2937,3,23,1,0.02008
Mendeley,Mendeley,2,0,2,0,0,0,9221,4,12,1,0.046085
David Sirlin,David Sirlin,2,0,2,0,0,0,5662,5,27,1,0.010193
Ktrk-Tv,Ktrk-Tv,2,0,2,0,0,0,4683,2,10,0.5,0.015153
Banjo-Kazooie (Video Game),Banjo-Kazooie (Video Game),2,0,2,0,0,0,6463,6,18,0,0.028513
Games For Windows – Live,Games For Windows – Live,2,0,2,0,0,0,6885,5,14,0,0.022457
Mcgraw-Hill,Mcgraw-Hill,9,0,9,0,0,0,583,7,28,0.25,0.196076
Bethesda Softworks,Bethesda Softworks,2,0,2,0,0,0,5314,6,31,0,0.022
Joseph Ashitey Hammond,Joseph Ashitey Hammond,2,0,2,0,0,0,3163,3,23,1,0.02008
Covid-19 Pandemic In Cambodia,Covid-19 Pandemic In Cambodia,2,0,2,0,0,0,3897,3,23,1,0.02008
Romanesque Architecture,Romanesque Architecture,2,0,2,0,0,0,380,0,17,0,0.023431
Playstation 5,Playstation 5,13,0,13,0,0,0,1094,6,24,0.294872,0.227152
Chilling Effect,Chilling Effect,3,0,3,0,0,0,6536,1,31,0.666667,0.024214
Covid-19 Pandemic In Dominica,Covid-19 Pandemic In Dominica,2,0,2,0,0,0,3869,3,23,1,0.02008
Anime And Manga Fandom,Anime And Manga Fandom,2,0,2,0,0,0,6633,1,31,0.5,0.009747
Superspreading Event,Superspreading Event,2,0,2,0,0,0,2928,3,23,1,0.02008
Dungeons & Dragons,Dungeons & Dragons,2,0,2,0,0,0,5278,6,26,0,0.01843
Nexus Player,Nexus Player,2,0,2,0,0,0,5829,6,11,1,0.076398
Amazon Prime Video,Amazon Prime Video,4,0,4,0,0,0,6921,6,5,0.333333,0.041877
Xbox Live Arcade,Xbox Live Arcade,8,0,8,0,0,0,1214,5,24,0.160714,0.064109
Spatial Anti-Aliasing,Spatial Anti-Aliasing,3,0,3,0,0,0,6429,6,18,0,0.034498
Divinity: Original Sin,Divinity: Original Sin,2,0,2,0,0,0,5287,6,18,0.5,0.018835
Espen J. Aarseth,Espen J. Aarseth,2,0,2,0,0,0,6215,6,25,1,0.053365
Merriam-Webster,Merriam-Webster,2,0,2,0,0,0,432,0,17,0,0.008663
Emory University,Emory University,2,0,2,0,0,0,402,0,8,0,0.010771
Covi-Vac (U.S. Covid-19 Vaccine),Covi-Vac (U.S. Covid-19 Vaccine),2,0,2,0,0,0,4017,3,23,1,0.02008
Covid-19 Protests In Australia,Covid-19 Protests In Australia,2,0,2,0,0,0,3509,3,23,1,0.02008
History Of The Covid-19 Pandemic In The United Kingdom,History Of The Covid-19 Pandemic In The United Kingdom,2,0,2,0,0,0,3269,3,23,1,0.02008
Covid-19 Pandemic In Karnataka,Covid-19 Pandemic In Karnataka,2,0,2,0,0,0,3800,3,23,1,0.02008
Gscube,Gscube,4,0,4,0,0,0,5618,5,14,0.75,0.089051
Baricitinib,Baricitinib,2,0,2,0,0,0,4033,3,23,1,0.02008
Impact Of The Covid-19 Pandemic On Education In The United States,Impact Of The Covid-19 Pandemic On Education In The United States,2,0,2,0,0,0,3233,3,23,1,0.02008
Ren Zhiqiang,Ren Zhiqiang,2,0,2,0,0,0,3038,3,23,1,0.02008
Debugger,Debugger,3,0,3,0,0,0,8903,7,38,0.166667,0.062015
Procycling,Procycling,2,0,2,0,0,0,2482,4,12,0,0.029016
Digital Media Use And Mental Health,Digital Media Use And Mental Health,2,0,2,0,0,0,6242,6,25,1,0.053365
Web 2.0,Web 2.0,3,0,3,0,0,0,475,1,31,0.5,0.034622
Covid-19 Pandemic In Slovakia,Covid-19 Pandemic In Slovakia,2,0,2,0,0,0,3646,3,23,1,0.02008
Video Games In Malaysia,Video Games In Malaysia,5,0,5,0,0,0,5000,6,25,0.7,0.094753
Philips Cd-I,Philips Cd-I,2,0,2,0,0,0,5810,6,11,1,0.076398
Inactivated Vaccine,Inactivated Vaccine,2,0,2,0,0,0,3185,3,23,1,0.02008
Copyright Status Of Works By The Federal Government Of The United States,Copyright Status Of Works By The Federal Government Of The United States,2,0,2,0,0,0,4435,1,10,1,0.021521
Covid-19 Pandemic In Switzerland,Covid-19 Pandemic In Switzerland,2,0,2,0,0,0,3625,3,23,1,0.02008
Xbox (Console),Xbox (Console),18,0,18,0,0,0,487,5,9,0.24183,0.291329
Covid-19 Vaccination In South Korea,Covid-19 Vaccination In South Korea,2,0,2,0,0,0,3439,3,23,1,0.02008
Kintsugi,Kintsugi,2,0,2,0,0,0,6694,8,8,1,0.009398
Face Masks During The Covid-19 Pandemic,Face Masks During The Covid-19 Pandemic,2,0,2,0,0,0,3310,3,23,1,0.02008
Covid-19 Pandemic In Mizoram,Covid-19 Pandemic In Mizoram,2,0,2,0,0,0,3749,3,23,1,0.02008
Incovacc,Incovacc,2,0,2,0,0,0,3263,3,23,1,0.02008
Covid-19 Pandemic In Qatar,Covid-19 Pandemic In Qatar,2,0,2,0,0,0,3681,3,23,1,0.02008
Locationfree Player,Locationfree Player,3,0,3,0,0,0,8994,5,14,1,0.083323
Wii Remote,Wii Remote,3,0,3,0,0,0,5783,6,18,0.666667,0.054317
Covid-19 Pandemic In Estonia,Covid-19 Pandemic In Estonia,2,0,2,0,0,0,3859,3,23,1,0.02008
Woman'S Weekly (Uk Magazine),Woman'S Weekly (Uk Magazine),2,0,2,0,0,0,2449,4,12,0,0.029016
Warcraft Iii In Esports,Warcraft Iii In Esports,3,0,3,0,0,0,4910,5,27,1,0.014194
Games For Windows Marketplace,Games For Windows Marketplace,2,0,2,0,0,0,6886,5,14,0,0.022457
Ruins,Ruins,2,0,2,0,0,0,6658,8,8,1,0.009398
Baroque Architecture,Baroque Architecture,2,0,2,0,0,0,6931,0,17,0,0.020933
Golden Age Of Arcade Video Games,Golden Age Of Arcade Video Games,9,0,9,0,0,0,5381,6,4,0.277778,0.113517
Kabc-Tv,Kabc-Tv,2,0,2,0,0,0,4686,2,10,0.5,0.015153
Wii Nunchuk,Wii Nunchuk,2,0,2,0,0,0,5842,6,18,0.5,0.030779
Bluetrace,Bluetrace,2,0,2,0,0,0,4028,3,23,1,0.02008
Racing Wheel,Racing Wheel,3,0,3,0,0,0,5347,6,25,0.833333,0.106226
Covid-19 Pandemic In Angola,Covid-19 Pandemic In Angola,2,0,2,0,0,0,3939,3,23,1,0.02008
Timeline Of The Covid-19 Pandemic In The United States (2020),Timeline Of The Covid-19 Pandemic In The United States (2020),2,0,2,0,0,0,2792,3,23,1,0.02008
Mtm Enterprises,Mtm Enterprises,2,0,2,0,0,0,4678,2,10,0.5,0.015153
2024 In Esports,2024 In Esports,3,0,3,0,0,0,5703,5,27,1,0.014194
Conservation-Restoration Of Leonardo Da Vinci'S The Last Supper,Conservation-Restoration Of Leonardo Da Vinci'S The Last Supper,2,0,2,0,0,0,6818,8,8,1,0.009398
System 573,System 573,5,0,5,0,0,0,1127,5,14,0.6,0.098124
Namco System 22,Namco System 22,2,0,2,0,0,0,6025,5,21,0,0.011461
Microtransaction,Microtransaction,2,0,2,0,0,0,2674,6,0,0,0.015362
Trinitron,Trinitron,3,0,3,0,0,0,1119,5,14,1,0.083323
Timeline Of The Covid-19 Pandemic In Scotland (2021),Timeline Of The Covid-19 Pandemic In Scotland (2021),2,0,2,0,0,0,2821,3,23,1,0.02008
Mcm London Comic Con,Mcm London Comic Con,2,0,2,0,0,0,9226,4,12,1,0.046085
Port (Video Gaming),Port (Video Gaming),2,0,2,0,0,0,5354,6,25,1,0.053365
Super Smash Bros. Ultimate,Super Smash Bros. Ultimate,5,0,5,0,0,0,5540,4,27,0.3,0.030679
Playstation 3 Accessories,Playstation 3 Accessories,4,0,4,0,0,0,1259,5,14,0.75,0.089051
Covid-19 Pandemic In Russia,Covid-19 Pandemic In Russia,2,0,2,0,0,0,3675,3,23,1,0.02008
Koronavilkku,Koronavilkku,2,0,2,0,0,0,3153,3,23,1,0.02008
William Andrew (Publisher),William Andrew (Publisher),2,0,2,0,0,0,97,4,12,1,0.046085
